Date,Transaction_ID,Product_Name,Category,Quantity,Unit_Price,Gross_Revenue,Discount_Applied,Net_Revenue,Net_Profit
2026-03-09,TXN-895509,AI Analytics API Token,SaaS,21,250,5250,404.77,4845.23,2220.4999999999995
2026-07-12,TXN-649148,Cloud Workspace Pro,SaaS,22,45,990,129.42,860.58,348.79
2026-07-23,TXN-842406,Workstation Pro Setup,Electronics,11,850,9350,243.26,9106.74,4082.9799999999996
2026-01-29,TXN-717394,AI Analytics API Token,SaaS,37,250,9250,299.34,8950.66,4495.66
2026-07-22,TXN-332732,Cloud Workspace Pro,SaaS,27,45,1215,81.27,1133.73,618.19
2026-01-04,TXN-666134,Enterprise Server Suite,Electronics,3,1200,3600,406.25,3193.75,1811.74
2026-01-29,TXN-440941,Cybersecurity Firewall V4,Software,11,600,6600,437.12,6162.88,3596.19
2026-03-25,TXN-324695,AI Analytics API Token,SaaS,31,250,7750,672.74,7077.26,2882.9400000000005
2026-04-02,TXN-808691,Cybersecurity Firewall V4,Software,5,600,3000,818.57,2181.43,934.7999999999997
2026-01-06,TXN-341531,AI Analytics API Token,SaaS,9,250,2250,221.39,2028.6100000000001,1051.0900000000001
2026-06-15,TXN-607403,Cloud Workspace Pro,SaaS,39,45,1755,8.2,1746.8,820.41
2026-01-18,TXN-529660,Workstation Pro Setup,Electronics,11,850,9350,1810.52,7539.48,4243.929999999999
2026-02-22,TXN-338260,AI Analytics API Token,SaaS,11,250,2750,172.21,2577.79,1479.01
2026-01-24,TXN-430904,Workstation Pro Setup,Electronics,10,850,8500,1048.31,7451.6900000000005,3283.9000000000005
2026-08-10,TXN-466245,Enterprise Server Suite,Electronics,14,1200,16800,2879.37,13920.630000000001,7154.350000000001
2026-06-25,TXN-935700,Enterprise Server Suite,Electronics,12,1200,14400,231.15,14168.85,6852.14
2026-05-10,TXN-257661,AI Analytics API Token,SaaS,17,250,4250,63.57,4186.43,2122.86
2026-03-05,TXN-164288,Cloud Workspace Pro,SaaS,35,45,1575,170.55,1404.45,658.13
2026-04-12,TXN-830664,Enterprise Server Suite,Electronics,8,1200,9600,1738.28,7861.72,3539.09
2026-05-25,TXN-867285,Workstation Pro Setup,Electronics,9,850,7650,873.48,6776.52,4041.0200000000004
2026-03-27,TXN-423825,Workstation Pro Setup,Electronics,4,850,3400,235.29,3164.71,1407.79
2026-04-07,TXN-319724,Cloud Workspace Pro,SaaS,37,45,1665,21.94,1643.06,870.6199999999999
2026-04-26,TXN-853753,Cloud Workspace Pro,SaaS,26,45,1170,56.53,1113.47,450.4100000000001
2026-06-23,TXN-424912,Cloud Workspace Pro,SaaS,19,45,855,25.67,829.33,469.82000000000005
2026-04-14,TXN-742120,AI Analytics API Token,SaaS,7,250,1750,156.84,1593.16,766.3800000000001
2026-04-13,TXN-359931,Enterprise Server Suite,Electronics,2,1200,2400,561.12,1838.88,754.9200000000001
2026-03-03,TXN-854122,Workstation Pro Setup,Electronics,14,850,11900,1457.17,10442.83,5254.0
2026-03-25,TXN-198818,Workstation Pro Setup,Electronics,6,850,5100,833.64,4266.36,2173.87
2026-05-07,TXN-311957,Enterprise Server Suite,Electronics,12,1200,14400,2633.72,11766.28,6867.670000000001
2026-01-12,TXN-787250,Workstation Pro Setup,Electronics,13,850,11050,1059.21,9990.79,4764.120000000001
2026-02-24,TXN-170326,Workstation Pro Setup,Electronics,13,850,11050,402.48,10647.52,4706.85
2026-02-01,TXN-887093,AI Analytics API Token,SaaS,48,250,12000,666.44,11333.56,5169.91
2026-02-06,TXN-325314,Enterprise Server Suite,Electronics,11,1200,13200,2146.07,11053.93,6191.21
2026-07-08,TXN-619984,Cybersecurity Firewall V4,Software,6,600,3600,33.1,3566.9,1956.3100000000002
2026-04-04,TXN-912395,Cybersecurity Firewall V4,Software,10,600,6000,1336.87,4663.13,2401.05
2026-05-06,TXN-366847,Workstation Pro Setup,Electronics,12,850,10200,81.82,10118.18,4316.35
2026-04-15,TXN-667873,Workstation Pro Setup,Electronics,10,850,8500,1232.94,7267.0599999999995,3652.9099999999994
2026-03-20,TXN-379922,Cloud Workspace Pro,SaaS,40,45,1800,113.86,1686.14,918.3300000000002
2026-07-05,TXN-360116,Cybersecurity Firewall V4,Software,12,600,7200,829.11,6370.89,3229.01
2026-05-23,TXN-309373,Enterprise Server Suite,Electronics,3,1200,3600,698.4,2901.6,1505.75
2026-03-28,TXN-913348,Cloud Workspace Pro,SaaS,48,45,2160,120.8,2039.2,1014.46
2026-03-10,TXN-722605,Cybersecurity Firewall V4,Software,9,600,5400,400.51,4999.49,2129.0299999999997
2026-08-19,TXN-685560,Enterprise Server Suite,Electronics,4,1200,4800,711.54,4088.46,2319.36
2026-01-28,TXN-252999,Cloud Workspace Pro,SaaS,39,45,1755,172.89,1582.1100000000001,846.3700000000001
2026-07-23,TXN-807593,Workstation Pro Setup,Electronics,13,850,11050,523.83,10526.17,5821.66
2026-07-14,TXN-869299,Cloud Workspace Pro,SaaS,33,45,1485,75.07,1409.93,612.22
2026-01-08,TXN-695923,AI Analytics API Token,SaaS,16,250,4000,282.71,3717.29,2106.19
2026-01-28,TXN-192324,Enterprise Server Suite,Electronics,11,1200,13200,2430.13,10769.869999999999,5032.0999999999985
2026-02-18,TXN-560494,Enterprise Server Suite,Electronics,8,1200,9600,1933.61,7666.39,3702.32
2026-05-14,TXN-967969,Workstation Pro Setup,Electronics,11,850,9350,209.29,9140.71,4991.289999999999
2026-07-20,TXN-494274,Cybersecurity Firewall V4,Software,4,600,2400,37.22,2362.78,1115.2300000000002
2026-07-17,TXN-950610,Cybersecurity Firewall V4,Software,5,600,3000,79.7,2920.3,1691.8400000000001
2026-07-25,TXN-859034,Workstation Pro Setup,Electronics,10,850,8500,675.54,7824.46,3943.69
2026-02-12,TXN-744318,Cloud Workspace Pro,SaaS,29,45,1305,125.11,1179.89,503.1200000000001
2026-07-03,TXN-909343,AI Analytics API Token,SaaS,27,250,6750,450.13,6299.87,3603.97
2026-05-06,TXN-497686,Cybersecurity Firewall V4,Software,4,600,2400,507.37,1892.63,1059.17
2026-01-08,TXN-730111,Cloud Workspace Pro,SaaS,25,45,1125,15.85,1109.15,516.2900000000001
2026-04-12,TXN-596758,Cybersecurity Firewall V4,Software,6,600,3600,275.73,3324.27,1554.67
2026-08-06,TXN-386233,AI Analytics API Token,SaaS,14,250,3500,6.13,3493.87,1925.7199999999998
2026-05-16,TXN-201376,Enterprise Server Suite,Electronics,12,1200,14400,407.2,13992.8,6169.4
2026-05-27,TXN-562785,Cybersecurity Firewall V4,Software,5,600,3000,519.47,2480.5299999999997,1315.3899999999996
2026-07-11,TXN-782568,Enterprise Server Suite,Electronics,1,1200,1200,122.07,1077.93,459.0400000000001
2026-03-18,TXN-653453,Enterprise Server Suite,Electronics,11,1200,13200,2899.1,10300.9,5347.94
2026-05-12,TXN-345014,AI Analytics API Token,SaaS,10,250,2500,225.34,2274.66,965.4199999999998
2026-03-24,TXN-739430,Cybersecurity Firewall V4,Software,11,600,6600,743.83,5856.17,3166.0
2026-03-30,TXN-764468,Cybersecurity Firewall V4,Software,1,600,600,65.96,534.04,278.10999999999996
2026-05-27,TXN-980112,Workstation Pro Setup,Electronics,13,850,11050,991.61,10058.39,5557.169999999999
2026-02-04,TXN-553449,Workstation Pro Setup,Electronics,6,850,5100,74.66,5025.34,2408.7000000000003
2026-07-13,TXN-864357,Enterprise Server Suite,Electronics,3,1200,3600,488.13,3111.87,1274.9499999999998
2026-06-05,TXN-706177,Cybersecurity Firewall V4,Software,13,600,7800,798.52,7001.48,3668.4999999999995
2026-02-17,TXN-520182,Cybersecurity Firewall V4,Software,12,600,7200,1029.66,6170.34,3215.53
2026-03-11,TXN-950538,Cloud Workspace Pro,SaaS,48,45,2160,309.59,1850.41,1103.5
2026-03-21,TXN-923346,Cybersecurity Firewall V4,Software,12,600,7200,2062.07,5137.93,2410.0000000000005
2026-01-15,TXN-408557,Workstation Pro Setup,Electronics,5,850,4250,407.31,3842.69,2156.09
2026-05-05,TXN-303502,Workstation Pro Setup,Electronics,5,850,4250,242.14,4007.86,2158.4
2026-06-05,TXN-470321,AI Analytics API Token,SaaS,12,250,3000,93.39,2906.61,1389.17
2026-01-02,TXN-854950,Enterprise Server Suite,Electronics,13,1200,15600,1612.84,13987.16,8051.33
2026-04-05,TXN-582238,Workstation Pro Setup,Electronics,10,850,8500,1359.63,7140.37,4020.62
2026-02-25,TXN-732259,Enterprise Server Suite,Electronics,10,1200,12000,555.69,11444.31,4765.98
2026-04-28,TXN-712492,Enterprise Server Suite,Electronics,12,1200,14400,156.29,14243.71,6742.539999999999
2026-04-29,TXN-621998,Cybersecurity Firewall V4,Software,6,600,3600,641.02,2958.98,1305.65
2026-01-10,TXN-332601,Cloud Workspace Pro,SaaS,46,45,2070,279.46,1790.54,947.76
2026-04-01,TXN-762587,Cybersecurity Firewall V4,Software,4,600,2400,197.86,2202.14,958.9799999999998
2026-06-16,TXN-561792,Cloud Workspace Pro,SaaS,29,45,1305,18.7,1286.3,611.29
2026-07-02,TXN-117633,Cloud Workspace Pro,SaaS,9,45,405,10.21,394.79,178.69000000000003
2026-06-10,TXN-192578,Cybersecurity Firewall V4,Software,1,600,600,32.12,567.88,305.26
2026-08-08,TXN-551000,AI Analytics API Token,SaaS,14,250,3500,89.91,3410.09,1615.0100000000002
2026-06-02,TXN-486601,Cloud Workspace Pro,SaaS,39,45,1755,157.17,1597.83,742.7199999999999
2026-04-28,TXN-209847,Cybersecurity Firewall V4,Software,7,600,4200,912.89,3287.11,1961.8600000000001
2026-07-07,TXN-794892,AI Analytics API Token,SaaS,8,250,2000,144.87,1855.13,898.4800000000001
2026-08-26,TXN-378600,Workstation Pro Setup,Electronics,8,850,6800,877.59,5922.41,2847.79
2026-05-16,TXN-216492,Enterprise Server Suite,Electronics,11,1200,13200,1133.75,12066.25,5750.4
2026-02-18,TXN-235327,Workstation Pro Setup,Electronics,2,850,1700,227.66,1472.34,862.81
2026-05-29,TXN-698357,Cloud Workspace Pro,SaaS,7,45,315,25.18,289.82,155.09
2026-03-11,TXN-611778,Cloud Workspace Pro,SaaS,27,45,1215,68.98,1146.02,604.42
2026-04-08,TXN-142828,Workstation Pro Setup,Electronics,8,850,6800,789.45,6010.55,3499.6200000000003
2026-08-09,TXN-854296,Enterprise Server Suite,Electronics,7,1200,8400,1125.24,7274.76,4224.200000000001
2026-02-24,TXN-241826,Workstation Pro Setup,Electronics,1,850,850,51.15,798.85,322.54
2026-05-24,TXN-322724,Cybersecurity Firewall V4,Software,7,600,4200,503.14,3696.86,2105.42
2026-07-31,TXN-317029,Workstation Pro Setup,Electronics,1,850,850,143.15,706.85,350.46000000000004
2026-05-30,TXN-700847,Cloud Workspace Pro,SaaS,12,45,540,61.18,478.82,275.06
2026-07-23,TXN-367926,Workstation Pro Setup,Electronics,2,850,1700,21.46,1678.54,967.63
2026-04-24,TXN-278936,Cybersecurity Firewall V4,Software,2,600,1200,137.13,1062.87,564.0999999999999
2026-07-20,TXN-118073,Enterprise Server Suite,Electronics,11,1200,13200,2723.44,10476.56,5699.87
2026-07-15,TXN-826331,Cloud Workspace Pro,SaaS,10,45,450,62.06,387.94,194.21
2026-04-11,TXN-880965,Workstation Pro Setup,Electronics,10,850,8500,851.96,7648.04,3981.3
2026-03-23,TXN-173861,Cybersecurity Firewall V4,Software,3,600,1800,364.12,1435.88,708.6100000000001
2026-03-08,TXN-893153,Workstation Pro Setup,Electronics,14,850,11900,192.59,11707.41,6080.88
2026-04-01,TXN-542111,Cloud Workspace Pro,SaaS,39,45,1755,91.11,1663.89,673.6700000000001
2026-01-10,TXN-743235,Enterprise Server Suite,Electronics,2,1200,2400,79.51,2320.49,992.2299999999998
2026-04-05,TXN-738387,Enterprise Server Suite,Electronics,14,1200,16800,3772.7,13027.3,5655.589999999999
2026-05-11,TXN-872577,AI Analytics API Token,SaaS,45,250,11250,928.35,10321.65,4817.509999999999
2026-05-16,TXN-664396,Cybersecurity Firewall V4,Software,2,600,1200,182.2,1017.8,563.3399999999999
2026-07-07,TXN-351537,Workstation Pro Setup,Electronics,12,850,10200,636.1,9563.9,4770.2
2026-08-09,TXN-160545,Workstation Pro Setup,Electronics,6,850,5100,0.34,5099.66,3041.7599999999998
2026-03-01,TXN-459177,AI Analytics API Token,SaaS,35,250,8750,53.68,8696.32,3859.84
2026-03-30,TXN-256104,Cloud Workspace Pro,SaaS,15,45,675,76.37,598.63,285.01
2026-08-03,TXN-325469,AI Analytics API Token,SaaS,13,250,3250,46.23,3203.77,1844.48
2026-08-26,TXN-721827,AI Analytics API Token,SaaS,11,250,2750,190.34,2559.66,1503.9099999999999
2026-01-04,TXN-600531,Enterprise Server Suite,Electronics,5,1200,6000,922.83,5077.17,2735.32
2026-06-13,TXN-656659,Workstation Pro Setup,Electronics,6,850,5100,434.61,4665.39,2677.2700000000004
2026-07-10,TXN-724141,Cybersecurity Firewall V4,Software,3,600,1800,198.59,1601.41,828.21
2026-07-18,TXN-694305,Cybersecurity Firewall V4,Software,13,600,7800,1800.17,5999.83,3586.66
2026-03-03,TXN-254249,AI Analytics API Token,SaaS,25,250,6250,12.0,6238.0,3418.66
2026-08-03,TXN-421497,Cloud Workspace Pro,SaaS,43,45,1935,179.65,1755.35,939.6399999999999
2026-08-25,TXN-362307,Cybersecurity Firewall V4,Software,5,600,3000,721.38,2278.62,929.8699999999999
2026-07-28,TXN-882518,AI Analytics API Token,SaaS,15,250,3750,170.39,3579.61,1543.2700000000002
2026-04-27,TXN-526577,Cloud Workspace Pro,SaaS,8,45,360,46.69,313.31,172.73
2026-08-20,TXN-356553,AI Analytics API Token,SaaS,45,250,11250,690.84,10559.16,4520.24
2026-01-21,TXN-103191,Cloud Workspace Pro,SaaS,17,45,765,15.28,749.72,434.52000000000004
2026-05-17,TXN-404224,Enterprise Server Suite,Electronics,1,1200,1200,242.67,957.33,559.77
2026-01-10,TXN-848321,Cloud Workspace Pro,SaaS,44,45,1980,137.06,1842.94,870.9000000000001
2026-01-08,TXN-107099,AI Analytics API Token,SaaS,26,250,6500,413.84,6086.16,2904.3999999999996
2026-03-28,TXN-777974,Cybersecurity Firewall V4,Software,3,600,1800,57.07,1742.93,701.26
2026-04-11,TXN-369932,Cybersecurity Firewall V4,Software,8,600,4800,122.1,4677.9,2136.5599999999995
2026-06-28,TXN-718727,AI Analytics API Token,SaaS,28,250,7000,24.9,6975.1,3475.5800000000004
2026-02-27,TXN-749714,Workstation Pro Setup,Electronics,11,850,9350,1815.3,7534.7,3100.8099999999995
2026-01-28,TXN-569511,AI Analytics API Token,SaaS,47,250,11750,484.25,11265.75,5521.08
2026-03-05,TXN-248702,Cloud Workspace Pro,SaaS,42,45,1890,23.42,1866.58,927.8199999999999
2026-05-16,TXN-308432,Enterprise Server Suite,Electronics,9,1200,10800,1031.24,9768.76,5459.39
2026-02-05,TXN-972637,Workstation Pro Setup,Electronics,14,850,11900,164.83,11735.17,4788.36
2026-04-24,TXN-903585,Cloud Workspace Pro,SaaS,25,45,1125,21.13,1103.87,557.5999999999999
2026-04-28,TXN-291775,Cybersecurity Firewall V4,Software,5,600,3000,828.27,2171.73,1076.84
2026-05-04,TXN-713777,Cloud Workspace Pro,SaaS,15,45,675,4.43,670.57,387.4800000000001
2026-07-02,TXN-729720,Enterprise Server Suite,Electronics,9,1200,10800,1015.18,9784.82,4794.38
2026-04-24,TXN-951378,Workstation Pro Setup,Electronics,14,850,11900,2209.4,9690.6,4504.2300000000005
2026-06-23,TXN-220029,Enterprise Server Suite,Electronics,8,1200,9600,2381.8,7218.2,3361.58
2026-04-29,TXN-783404,Enterprise Server Suite,Electronics,12,1200,14400,3308.14,11091.86,6095.55
2026-05-29,TXN-289784,Workstation Pro Setup,Electronics,11,850,9350,598.51,8751.49,3932.59
2026-01-22,TXN-743534,Workstation Pro Setup,Electronics,13,850,11050,1608.76,9441.24,5460.92
2026-06-29,TXN-522955,AI Analytics API Token,SaaS,35,250,8750,427.34,8322.66,4742.79
2026-07-24,TXN-895326,AI Analytics API Token,SaaS,41,250,10250,605.11,9644.89,4806.32
2026-04-28,TXN-361486,AI Analytics API Token,SaaS,27,250,6750,465.0,6285.0,2673.23
2026-01-25,TXN-515872,Cybersecurity Firewall V4,Software,8,600,4800,664.64,4135.36,2473.5
2026-04-18,TXN-646015,Cybersecurity Firewall V4,Software,3,600,1800,535.58,1264.42,733.57
2026-03-05,TXN-792095,Cloud Workspace Pro,SaaS,38,45,1710,52.34,1657.66,810.57
2026-02-15,TXN-621608,AI Analytics API Token,SaaS,31,250,7750,533.11,7216.89,3788.4900000000002
2026-06-13,TXN-294509,Cloud Workspace Pro,SaaS,30,45,1350,170.09,1179.91,511.45000000000005
2026-01-14,TXN-792111,Enterprise Server Suite,Electronics,2,1200,2400,455.21,1944.79,903.01
2026-08-11,TXN-334627,AI Analytics API Token,SaaS,41,250,10250,127.83,10122.17,5293.13
2026-01-20,TXN-959877,Cloud Workspace Pro,SaaS,28,45,1260,41.05,1218.95,697.7700000000001
2026-08-01,TXN-133848,Cybersecurity Firewall V4,Software,10,600,6000,1115.26,4884.74,2583.5499999999997
2026-06-22,TXN-169122,Workstation Pro Setup,Electronics,1,850,850,99.99,750.01,377.86
2026-08-04,TXN-209079,Cybersecurity Firewall V4,Software,10,600,6000,1010.67,4989.33,2434.13
2026-06-11,TXN-996816,Cloud Workspace Pro,SaaS,23,45,1035,41.89,993.11,431.99
2026-03-04,TXN-252889,AI Analytics API Token,SaaS,26,250,6500,452.02,6047.98,2726.5199999999995
2026-08-18,TXN-367613,Cybersecurity Firewall V4,Software,4,600,2400,372.43,2027.57,1038.04
2026-07-02,TXN-281360,Enterprise Server Suite,Electronics,7,1200,8400,495.3,7904.7,4155.62
2026-08-08,TXN-702272,AI Analytics API Token,SaaS,15,250,3750,275.11,3474.89,1876.83
2026-05-25,TXN-785614,Workstation Pro Setup,Electronics,4,850,3400,534.24,2865.76,1651.63
2026-03-19,TXN-338404,Workstation Pro Setup,Electronics,11,850,9350,1383.77,7966.23,3265.66
2026-03-02,TXN-761757,Cloud Workspace Pro,SaaS,7,45,315,1.24,313.76,186.74
2026-04-28,TXN-123284,Cybersecurity Firewall V4,Software,6,600,3600,559.53,3040.4700000000003,1642.6300000000003
2026-05-27,TXN-687100,Cloud Workspace Pro,SaaS,39,45,1755,113.11,1641.89,698.5500000000001
2026-03-05,TXN-352164,Cybersecurity Firewall V4,Software,4,600,2400,577.9,1822.1,926.29
2026-04-10,TXN-456992,Cloud Workspace Pro,SaaS,8,45,360,2.69,357.31,149.79
2026-01-24,TXN-605659,Enterprise Server Suite,Electronics,4,1200,4800,918.62,3881.38,2205.4700000000003
2026-04-18,TXN-407747,Workstation Pro Setup,Electronics,9,850,7650,1149.6,6500.4,3046.1499999999996
2026-08-01,TXN-755522,Workstation Pro Setup,Electronics,10,850,8500,479.72,8020.28,4392.379999999999
2026-07-02,TXN-619349,Workstation Pro Setup,Electronics,14,850,11900,593.92,11306.08,6168.71
2026-08-11,TXN-196044,Cloud Workspace Pro,SaaS,29,45,1305,152.04,1152.96,676.7
2026-08-16,TXN-933731,AI Analytics API Token,SaaS,24,250,6000,371.82,5628.18,2744.3100000000004
2026-06-27,TXN-507505,Enterprise Server Suite,Electronics,11,1200,13200,1146.23,12053.77,5062.990000000001
2026-06-09,TXN-689716,AI Analytics API Token,SaaS,24,250,6000,76.79,5923.21,2508.91
2026-06-19,TXN-513860,Cloud Workspace Pro,SaaS,48,45,2160,255.22,1904.78,904.99
2026-02-27,TXN-222788,Cybersecurity Firewall V4,Software,2,600,1200,52.19,1147.81,522.2199999999999
2026-08-04,TXN-405035,Enterprise Server Suite,Electronics,3,1200,3600,277.83,3322.17,1364.0600000000002
2026-07-08,TXN-229350,Enterprise Server Suite,Electronics,1,1200,1200,45.37,1154.63,640.7500000000001
2026-03-27,TXN-827067,Enterprise Server Suite,Electronics,1,1200,1200,294.16,905.8399999999999,502.2999999999999
2026-07-05,TXN-560385,AI Analytics API Token,SaaS,45,250,11250,890.66,10359.34,5078.4800000000005
2026-07-17,TXN-638645,Cloud Workspace Pro,SaaS,5,45,225,14.47,210.53,120.38
2026-04-22,TXN-964690,Enterprise Server Suite,Electronics,2,1200,2400,58.54,2341.46,1001.21
2026-05-05,TXN-170202,Workstation Pro Setup,Electronics,8,850,6800,1070.28,5729.72,3309.5600000000004
2026-05-18,TXN-688158,AI Analytics API Token,SaaS,36,250,9000,232.76,8767.24,4971.54
2026-03-09,TXN-982766,Workstation Pro Setup,Electronics,6,850,5100,18.3,5081.7,2920.7
2026-08-02,TXN-631111,Workstation Pro Setup,Electronics,12,850,10200,521.21,9678.79,3974.8100000000013
2026-02-27,TXN-777623,Workstation Pro Setup,Electronics,10,850,8500,948.57,7551.43,3696.4
2026-05-11,TXN-557382,Workstation Pro Setup,Electronics,1,850,850,66.42,783.58,345.03000000000003
2026-06-29,TXN-620498,Enterprise Server Suite,Electronics,11,1200,13200,1255.39,11944.61,5313.89
2026-01-11,TXN-777160,Workstation Pro Setup,Electronics,10,850,8500,159.86,8340.14,4409.15
2026-06-13,TXN-271918,Cybersecurity Firewall V4,Software,5,600,3000,281.11,2718.89,1281.86
2026-06-25,TXN-180257,Cloud Workspace Pro,SaaS,46,45,2070,138.98,1931.02,943.18
2026-01-07,TXN-628423,AI Analytics API Token,SaaS,49,250,12250,1110.03,11139.97,6067.039999999999
2026-08-18,TXN-919812,Enterprise Server Suite,Electronics,12,1200,14400,727.26,13672.74,7699.87
2026-06-09,TXN-892338,Workstation Pro Setup,Electronics,11,850,9350,585.61,8764.39,3858.7999999999993
2026-02-01,TXN-678688,Enterprise Server Suite,Electronics,12,1200,14400,2663.03,11736.97,6291.799999999999
2026-03-04,TXN-156481,Cybersecurity Firewall V4,Software,7,600,4200,154.27,4045.73,1840.6599999999999
2026-01-04,TXN-906527,Workstation Pro Setup,Electronics,6,850,5100,999.38,4100.62,1922.2599999999998
2026-01-27,TXN-978483,Cybersecurity Firewall V4,Software,9,600,5400,150.71,5249.29,3118.75
2026-06-11,TXN-542632,Cloud Workspace Pro,SaaS,9,45,405,59.14,345.86,184.22000000000003
2026-04-26,TXN-842849,Cloud Workspace Pro,SaaS,10,45,450,47.94,402.06,215.96
2026-06-24,TXN-801397,Workstation Pro Setup,Electronics,12,850,10200,640.68,9559.32,5249.36
2026-05-11,TXN-745275,Workstation Pro Setup,Electronics,12,850,10200,1071.89,9128.11,5030.790000000001
2026-08-06,TXN-827346,Enterprise Server Suite,Electronics,5,1200,6000,630.18,5369.82,2249.5699999999997
2026-06-24,TXN-443701,Cloud Workspace Pro,SaaS,15,45,675,65.93,609.0699999999999,289.79999999999995
2026-01-17,TXN-567874,Cybersecurity Firewall V4,Software,12,600,7200,1017.98,6182.02,2498.6400000000003
2026-02-02,TXN-305735,Workstation Pro Setup,Electronics,13,850,11050,1494.35,9555.65,5112.07
2026-06-05,TXN-846111,Enterprise Server Suite,Electronics,4,1200,4800,272.62,4527.38,1958.5100000000002
2026-07-10,TXN-212782,AI Analytics API Token,SaaS,8,250,2000,173.28,1826.72,1017.2900000000001
2026-07-10,TXN-410925,Cybersecurity Firewall V4,Software,3,600,1800,412.1,1387.9,719.4000000000001
2026-08-16,TXN-915948,Workstation Pro Setup,Electronics,1,850,850,130.23,719.77,318.35999999999996
2026-07-26,TXN-683098,Cloud Workspace Pro,SaaS,37,45,1665,218.34,1446.66,867.94
2026-04-01,TXN-901469,Cloud Workspace Pro,SaaS,42,45,1890,64.28,1825.72,956.09
2026-02-04,TXN-863760,AI Analytics API Token,SaaS,34,250,8500,682.0,7818.0,3941.73
2026-01-25,TXN-615693,Cloud Workspace Pro,SaaS,42,45,1890,79.39,1810.61,775.54
2026-06-28,TXN-569164,AI Analytics API Token,SaaS,46,250,11500,804.21,10695.79,4621.7300000000005
2026-03-12,TXN-440754,Enterprise Server Suite,Electronics,11,1200,13200,2073.19,11126.81,5490.69
2026-06-24,TXN-524871,Workstation Pro Setup,Electronics,14,850,11900,519.89,11380.11,6554.380000000001
2026-07-28,TXN-195028,Enterprise Server Suite,Electronics,1,1200,1200,140.63,1059.37,571.79
2026-08-15,TXN-263834,Enterprise Server Suite,Electronics,11,1200,13200,2409.81,10790.19,5181.860000000001
2026-03-09,TXN-417013,Workstation Pro Setup,Electronics,8,850,6800,1193.08,5606.92,2993.64
2026-06-18,TXN-285378,Cybersecurity Firewall V4,Software,14,600,8400,2002.34,6397.66,3794.23
2026-01-11,TXN-420787,Cloud Workspace Pro,SaaS,25,45,1125,87.99,1037.01,609.01
2026-04-11,TXN-971868,AI Analytics API Token,SaaS,48,250,12000,137.92,11862.08,6894.58
2026-05-17,TXN-582604,Workstation Pro Setup,Electronics,3,850,2550,422.94,2127.06,902.31
2026-03-28,TXN-601608,Workstation Pro Setup,Electronics,6,850,5100,443.29,4656.71,2073.28
2026-05-27,TXN-863429,Cloud Workspace Pro,SaaS,33,45,1485,38.0,1447.0,593.82
2026-01-20,TXN-536571,Enterprise Server Suite,Electronics,13,1200,15600,2494.46,13105.54,6090.340000000001
2026-01-28,TXN-493409,Workstation Pro Setup,Electronics,6,850,5100,802.49,4297.51,1744.13
2026-08-04,TXN-404214,Cloud Workspace Pro,SaaS,31,45,1395,155.6,1239.4,618.1500000000001
2026-06-15,TXN-759738,Enterprise Server Suite,Electronics,2,1200,2400,217.11,2182.89,1103.4499999999998
2026-05-16,TXN-561552,AI Analytics API Token,SaaS,46,250,11500,1117.26,10382.74,5541.59
2026-04-09,TXN-711004,AI Analytics API Token,SaaS,49,250,12250,581.0,11669.0,5622.43
2026-08-18,TXN-849971,Enterprise Server Suite,Electronics,14,1200,16800,207.89,16592.11,7189.970000000001
2026-05-04,TXN-117087,Enterprise Server Suite,Electronics,10,1200,12000,1388.56,10611.44,5436.160000000001
2026-03-03,TXN-236535,Cloud Workspace Pro,SaaS,47,45,2115,14.08,2100.92,1143.8200000000002
2026-02-06,TXN-476742,Enterprise Server Suite,Electronics,9,1200,10800,2209.16,8590.84,4241.13
2026-07-02,TXN-705842,Enterprise Server Suite,Electronics,7,1200,8400,1036.45,7363.55,3383.9100000000003
2026-05-19,TXN-632498,Cybersecurity Firewall V4,Software,14,600,8400,416.31,7983.69,4167.69
2026-03-17,TXN-515648,Cybersecurity Firewall V4,Software,5,600,3000,232.36,2767.64,1287.1699999999998
2026-02-14,TXN-475960,Cloud Workspace Pro,SaaS,43,45,1935,276.91,1658.09,755.6299999999999
2026-04-01,TXN-539953,Cybersecurity Firewall V4,Software,7,600,4200,51.1,4148.9,1766.1099999999997
2026-07-13,TXN-853298,Workstation Pro Setup,Electronics,14,850,11900,1904.84,9995.16,4672.41
2026-08-27,TXN-537625,Workstation Pro Setup,Electronics,8,850,6800,1021.6,5778.4,3384.9799999999996
2026-05-23,TXN-544865,Enterprise Server Suite,Electronics,7,1200,8400,866.62,7533.38,3546.57
2026-02-20,TXN-963349,AI Analytics API Token,SaaS,17,250,4250,4.31,4245.69,2007.2799999999997
2026-07-20,TXN-946490,Enterprise Server Suite,Electronics,7,1200,8400,1834.77,6565.23,2988.5299999999997
2026-04-27,TXN-303047,Cloud Workspace Pro,SaaS,33,45,1485,14.8,1470.2,725.11
2026-01-02,TXN-789984,Enterprise Server Suite,Electronics,9,1200,10800,1139.49,9660.51,5226.26
2026-02-24,TXN-743294,Cybersecurity Firewall V4,Software,10,600,6000,1638.24,4361.76,1912.1800000000003
2026-06-02,TXN-483395,Enterprise Server Suite,Electronics,6,1200,7200,1522.09,5677.91,2620.3599999999997
2026-04-09,TXN-948925,Cybersecurity Firewall V4,Software,7,600,4200,683.59,3516.41,1503.8
